"unix_time","time_utc","time_local","label","frontend_cpu","frontend_memory","productcatalogservice_cpu","productcatalogservice_memory","cartservice_cpu","cartservice_memory","checkoutservice_cpu","checkoutservice_memory","redis_cart_cpu","redis_cart_memory","paymentservice_cpu","paymentservice_memory","currencyservice_cpu","currencyservice_memory","shippingservice_cpu","shippingservice_memory"
"1781206864","2026-06-11 19:41:04","2026-06-12 03:41:04","0","0.00864952044545869","24072192","0.00289891130635544","12726272","0.00389237324071647","63123456","0.000669226970977155","12619776","0.00147472941959937","7233536","0.000347035573122516","130318336","0.0054245067685147","42631168","0.000740681371291763","10489856"
"1781206879","2026-06-11 19:41:19","2026-06-12 03:41:19","0","0.00681473732941736","24072192","0.00413049995591219","12861440","0.00479140312705565","63401984","0.000498111917983818","12619776","0.00180059975706044","7229440","0.000330066524114967","130490368","0.00535073443498583","43122688","0.000794202351163795","10489856"
"1781206894","2026-06-11 19:41:34","2026-06-12 03:41:34","0","0.0101183600832707","23662592","0.00452543314887749","12738560","0.00488873271978132","63168512","0.000428376963350738","12615680","0.00179868274394562","7495680","0.00034637612318409","130719744","0.00566474843801397","43753472","0.000780310272901073","10768384"
"1781206909","2026-06-11 19:41:49","2026-06-12 03:41:49","0","0.00970343653307444","23928832","0.00230960000000001","12738560","0.00503441957601073","63188992","0.000698877536336169","12746752","0.00131650376284094","7495680","0.000386049543676661","130301952","0.00563896745408902","43630592","0.000759306066176501","10772480"
"1781206924","2026-06-11 19:42:04","2026-06-12 03:42:04","0","0.00571617500000059","23928832","0.00468575347561269","12603392","0.00531039451114921","63135744","0.000930072593654813","12746752","0.00184543295296119","7229440","0.000423473290125197","130555904","0.00570183791425844","43847680","0.000753098785526475","10776576"
"1781206939","2026-06-11 19:42:19","2026-06-12 03:42:19","0","0.00933225806451568","23900160","0.00431033525851148","12906496","0.00503201192250375","63135744","0.000920320788754548","12754944","0.00181307785362481","7491584","0.000420649976027196","130789376","0.0053192073675986","43814912","0.000823754789272042","10424320"
"1781206954","2026-06-11 19:42:34","2026-06-12 03:42:34","0","0.00957801987210197","24334336","0.00290639999999982","12906496","0.00471531810556201","63135744","0.000766585555442907","12746752","0.00173457555887492","7229440","0.000381806750050542","130920448","0.0051304172444223","43438080","0.000785448638481583","10948608"
"1781206969","2026-06-11 19:42:49","2026-06-12 03:42:49","0","0.00915551170460128","23945216","0.00434117871366831","12500992","0.00614018730927086","63143936","0.000619845452182338","12746752","0.00174962999044531","7491584","0.000333055239539865","131088384","0.00499103716553629","43892736","0.00075254897189437","10424320"
"1781206984","2026-06-11 19:43:04","2026-06-12 03:43:04","0","0.00977893525652885","24309760","0.00449225203497135","12959744","0.00719414818972769","63164416","0.00067079773793767","12746752","0.00182733130751504","7491584","0.000420478887989722","130744320","0.00351508105349138","43892736","0.000567361614522806","10424320"
"1781206999","2026-06-11 19:43:19","2026-06-12 03:43:19","0","0.0098327975774517","23699456","0.00351436888519144","12959744","0.00801876699114269","63164416","0.0010496459096459","12746752","0.00200253025565127","7491584","0.000335388662492872","130744320","0.00588880586221863","43536384","0.000459158105249563","10424320"
"1781207014","2026-06-11 19:43:34","2026-06-12 03:43:34","0","0.0110597904582865","23990272","0.00497941325574724","12656640","0.00652105153154808","63172608","0.00102125991112657","12746752","0.00201333363062726","7491584","0.000560343351837833","131084288","0.00635944095633387","43536384","0.000914666666666665","10457088"
"1781207029","2026-06-11 19:43:49","2026-06-12 03:43:49","0","0.0101841266776101","23957504","0.00526303388435912","12656640","0.0061635597082952","63434752","0.000997423191278479","12746752","0.00199443838604129","7229440","0.000503997011580104","131350528","0.00582598756093456","44130304","0.000891951435618686","10457088"
"1781207044","2026-06-11 19:44:04","2026-06-12 03:44:04","0","0.0102612136206537","23834624","0.00455360453141091","12509184","0.0058510699137398","63139840","0.000544480344641906","12742656","0.00188510675343334","7229440","0.00035223001753946","131485696","0.00556709344114989","44728320","0.00074070518415081","10219520"
"1781207059","2026-06-11 19:44:19","2026-06-12 03:44:19","0","0.00904066344510322","24035328","0.00442216117216116","12574720","0.00567040030247168","63135744","0.000640024244340819","12746752","0.00187373531146494","7229440","0.0116841782143484","131862528","0.00484572264196906","44040192","0.000718012574508071","10215424"
"1781207074","2026-06-11 19:44:34","2026-06-12 03:44:34","0","0.00946134307855802","23695360","0.00401741651269348","12599296","0.00531166607206581","63135744","0.000852147506580929","13008896","0.00184217367604512","7229440","0.0113617066621201","131272704","0.00488199991890008","44224512","0.000525476935282004","10215424"
"1781207089","2026-06-11 19:44:49","2026-06-12 03:44:49","0","0.00962031495290424","23752704","0.00489489538832292","12644352","0.00356091118626661","63135744","0.000948206376441473","12746752","0.00182524146812615","7749632","0.0106147656049192","131551232","0.00494852334598239","44421120","0.000869403719374225","10293248"
"1781207104","2026-06-11 19:45:04","2026-06-12 03:45:04","0","0.0109411176183509","23904256","0.00508930319669687","12759040","0.00516574671137483","63131648","0.000934599653924809","12775424","0.00179852263041725","7229440","0.000391570021199637","131817472","0.00372774045290024","44421120","0.000951251542043055","10280960"
"1781207119","2026-06-11 19:45:19","2026-06-12 03:45:19","0","0.0101359018340148","23896064","0.0048798562058526","12976128","0.00541944278555298","63131648","0.000632425560141487","12775424","0.00143335229061084","7229440","0.000344928871738765","131964928","0.00554491857974264","44724224","0.000691646871330297","10289152"
"1781207134","2026-06-11 19:45:34","2026-06-12 03:45:34","0","0.00984642905359767","23969792","0.00461408110680369","13176832","0.00590738304317239","63156224","0.000473175965665239","12775424","0.00170621083873805","7229440","0.000309121419153768","131964928","0.00563754187065203","44724224","0.000592015154056912","10289152"
"1781207149","2026-06-11 19:45:49","2026-06-12 03:45:49","0","0.00976821580413458","24436736","0.00335788966109248","13176832","0.00590673913931935","63156224","0.000418562163149729","12787712","0.00175751507230494","7229440","0.000323322586926901","132435968","0.00479608603054591","45424640","0.00073495300732382","10280960"
"1781207164","2026-06-11 19:46:04","2026-06-12 03:46:04","0","0.0102863996273864","24162304","0.00467778606038005","12746752","0.00442542938810723","63156224","0.00034620000000003","12787712","0.00151417092126906","7229440","0.000309623519013456","131801088","0.00592178346924096","45178880","0.000730904235846425","10280960"
"1781207179","2026-06-11 19:46:19","2026-06-12 03:46:19","0","0.00762717395427594","24162304","0.0046607777600934","12406784","0.00629734096903741","63148032","0.000621614617079168","12967936","0.00179125994894131","7491584","0.000263211899712537","132018176","0.00435953345365657","45363200","0.000672597496638025","10293248"
